Domain Name,Domain Type,Agency,City,State,Status,Last Payment Date,Expiration Date
AHCPR.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,ACTIVE,28-May-14,26-Aug-15
AHRQ.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,ACTIVE,28-May-14,26-Aug-15
AIDS.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,23-Jul-14,30-Sep-15
ALZHEIMERS.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,19-Feb-15,14-May-16
AOA.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,23-Jul-14,22-Sep-15
BAM.GOV,Federal Agency,Department of Health And Human Services,Atlanta,GA,ACTIVE,27-Jun-14,22-Sep-15
BESTBONESFOREVER.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,18-Jun-14,27-Aug-15
BETOBACCOFREE.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,21-Aug-14,14-Nov-15
BIOETHICS.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,23-Jul-14,22-Sep-15
BIOSECURITYBOARD.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,23-Jul-14,22-Sep-15
CANCER.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,ACTIVE,12-Aug-14,22-Sep-15
CANCERNET.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,ACTIVE,12-Aug-14,22-Sep-15
CDC.GOV,Federal Agency,Department of Health And Human Services,Atlanta,GA,ACTIVE,27-Jun-14,20-Sep-15
CHILDWELFARE.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,19-Feb-15,26-Apr-16
CLINICALTRIAL.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,ACTIVE,23-Jul-14,22-Sep-15
CLINICALTRIALS.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,ACTIVE,23-Jul-14,22-Sep-15
CLUBDRUGS.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,ACTIVE,23-Jul-14,22-Sep-15
CMS.GOV,Federal Agency,Department of Health And Human Services,Baltimore,MD,ACTIVE,23-Jul-14,22-Sep-15
COLLEGEDRINKINGPREVENTION.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,ACTIVE,23-Jul-14,22-Sep-15
CUIDADODESALUD.GOV,Federal Agency,Department of Health And Human Services,Baltimore,MD,ACTIVE,18-Jun-14,18-Aug-15
DHHS.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,23-Jul-14,22-Sep-15
DIABETESCOMMITTEE.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,19-Feb-15,25-Mar-16
DOCLINE.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,ACTIVE,18-Sep-14,22-Sep-15
DRUGABUSE.GOV,Federal Agency,Department of Health And Human Services,Baltimore,MD,ACTIVE,29-Jul-14,22-Sep-15
DRUGFREEWORKPLACE.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,ACTIVE,29-Jul-14,22-Sep-15
EDISON.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,ACTIVE,23-Jun-14,17-Sep-15
ELDERCARE.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,29-Jul-14,22-Sep-15
ENDINGTHEDOCUMENTGAME.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,29-Jul-14,27-Sep-15
ERRP.GOV,Federal Agency,Department of Health And Human Services,Baltimore,MD,ACTIVE,18-Jun-14,28-Jul-15
FATHERHOOD.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,31-Mar-14,8-Jun-15
FDA.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,ACTIVE,18-Jun-14,15-Sep-15
FINDYOUTHINFO.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,ACTIVE,27-Oct-14,1-Dec-15
FITNESS.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,29-Jul-14,22-Sep-15
FLU.GOV,Federal Agency,Department of Health And Human Services,Washington ,DC,ACTIVE,29-Jul-14,27-Sep-15
FOODSAFETY.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,18-Jun-14,16-Sep-15
FRUITSANDVEGGIESMATTER.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,2-Mar-15,20-Mar-16
GENBANK.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,ACTIVE,18-Sep-14,17-Sep-15
GENOME.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,ACTIVE,29-Jul-14,22-Sep-15
GIRLSHEALTH.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,11-Aug-14,22-Sep-15
GLOBALHEALTH.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,ACTIVE,11-Aug-14,22-Sep-15
GRANTS.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,11-Aug-14,22-Sep-15
GRANTSOLUTIONS.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,10-Jun-14,8-Sep-15
GUIDELINE.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,ACTIVE,28-May-14,26-Aug-15
GUIDELINES.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,ACTIVE,28-May-14,26-Aug-15
HCQUALITYCOMMISSION.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,ACTIVE,29-Jul-14,22-Sep-15
HEALTH.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,29-Jul-14,22-Sep-15
HEALTHCARE.GOV,Federal Agency,Department of Health And Human Services,Baltimore,MD,ACTIVE,18-Jun-14,29-Jun-15
HEALTHDATA.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,19-Feb-15,16-Feb-16
HEALTHFINDER.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,29-Jul-14,22-Sep-15
HEALTHINDICATORS.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,27-Oct-14,19-Jan-16
HEALTHIT.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,19-Feb-15,18-Feb-16
HEALTHREFORM.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,19-Feb-15,4-Mar-16
HEALTHYPEOPLE.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,29-Jul-14,22-Sep-15
HEARTTRUTH.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,ACTIVE,21-Aug-14,22-Sep-15
HHS.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,29-Jul-14,22-Sep-15
HHSOIG.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,29-Jul-14,22-Sep-15
HHSOPS.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,ACTIVE,19-Feb-15,24-Mar-16
HIV.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,4-Sep-14,4-Sep-15
HRSA.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,ACTIVE,11-Aug-14,22-Sep-15
IEDISON.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,ACTIVE,23-Jun-14,17-Sep-15
IHS.GOV,Federal Agency,Department of Health And Human Services,Albuquerque,NM,ACTIVE,11-Aug-14,22-Sep-15
INSUREKIDSNOW.GOV,Federal Agency,Department of Health And Human Services,Baltimore,MD,ACTIVE,11-Aug-14,22-Sep-15
LOCATORPLUS.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,ACTIVE,11-Aug-14,22-Sep-15
LONGTERMCARE.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,18-Jun-14,17-Aug-15
MEDICAID.GOV,Federal Agency,Department of Health And Human Services,Baltimore,MD,ACTIVE,19-Feb-15,31-Mar-16
MEDICALCOUNTERMEASURES.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,19-Feb-15,9-Mar-16
MEDICALRESERVECORPS.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,11-Aug-14,22-Sep-15
MEDICARE.GOV,Federal Agency,Department of Health And Human Services,Baltimore,MD,ACTIVE,11-Aug-14,22-Sep-15
MEDLINE.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,ACTIVE,18-Sep-14,17-Sep-15
MEDLINEPLUS.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,ACTIVE,11-Aug-14,22-Sep-15
MENTALHEALTH.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,ACTIVE,11-Aug-14,22-Sep-15
MESH.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,ACTIVE,18-Sep-14,17-Sep-15
MIMEDICARE.GOV,Federal Agency,Department of Health And Human Services,Baltimore,MD,ACTIVE,19-Feb-15,29-Mar-16
MYMEDICARE.GOV,Federal Agency,Department of Health And Human Services,Baltimore,MD,ACTIVE,18-Jun-14,24-Aug-15
NATIONALCHILDRENSSTUDY.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,ACTIVE,11-Aug-14,22-Sep-15
NCIFCRF.GOV,Federal Agency,Department of Health And Human Services,Frederick,MD,ACTIVE,25-Jun-14,20-Sep-15
NGC.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,ACTIVE,28-May-14,26-Aug-15
NIH.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,ACTIVE,12-Aug-14,21-Sep-15
NIHSENIORHEALTH.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,ACTIVE,11-Aug-14,22-Sep-15
NIOSH.GOV,Federal Agency,Department of Health And Human Services,Atlanta,GA,ACTIVE,9-Jun-14,29-Jul-15
NLM.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,ACTIVE,18-Sep-14,17-Sep-15
NNLM.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,ACTIVE,11-Aug-14,22-Sep-15
ORGANDONOR.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,ACTIVE,11-Aug-14,22-Sep-15
PANDEMICFLU.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,11-Aug-14,27-Sep-15
PAPERWORKREDUCTION.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,11-Aug-14,22-Sep-15
PCIP.GOV,Federal Agency,Department of Health And Human Services,New Orleans,LA,ACTIVE,17-Jul-14,29-Jun-15
PHE.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,31-Mar-14,3-Jun-15
PSC.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,ACTIVE,11-Aug-14,22-Sep-15
PUBMED.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,ACTIVE,18-Sep-14,17-Sep-15
PUBMEDCENTRAL.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,ACTIVE,11-Aug-14,22-Sep-15
QUIC.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,ACTIVE,11-Aug-14,22-Sep-15
QUICK.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,ACTIVE,28-May-14,26-Aug-15
RECOVERYMONTH.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,ACTIVE,11-Aug-14,22-Sep-15
SAFEYOUTH.GOV,Federal Agency,Department of Health And Human Services,Atlanta,GA,ACTIVE,30-Oct-14,7-Jan-16
SAMHSA.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,ACTIVE,11-Aug-14,22-Sep-15
SELECTAGENTS.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,27-Jun-14,22-Sep-15
SMOKEFREE.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,ACTIVE,11-Aug-14,22-Sep-15
STEROIDABUSE.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,ACTIVE,11-Aug-14,22-Sep-15
STOPALCOHOLABUSE.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,21-Aug-14,13-Oct-15
STOPBULLYING.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,19-Feb-15,8-Mar-16
STOPMEDICAREFRAUD.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,18-Jun-14,2-Jul-15
SURGEONGENERAL.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,11-Aug-14,22-Sep-15
THECOOLSPOT.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,ACTIVE,11-Aug-14,22-Sep-15
THEREALCOST.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,30-Oct-14,6-Jan-16
TISSUEENGINEERING.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,ACTIVE,2-Sep-14,30-Sep-15
TOBACCO.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,21-Aug-14,14-Nov-15
USABILITY.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,21-Aug-14,22-Sep-15
USBM.GOV,Federal Agency,Department of Health And Human Services,Atlanta,GA,ACTIVE,8-Jul-14,30-Sep-15
USPHS.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,ACTIVE,21-Aug-14,22-Sep-15
VACCINES.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,19-Feb-15,24-Mar-16
WHAGING.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,4-Sep-14,4-Sep-15
WHITEHOUSECONFERENCEONAGING.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,4-Sep-14,4-Sep-15
WOMENSHEALTH.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,ACTIVE,21-Aug-14,22-Sep-15
BIOMETRICS.GOV,Federal Agency,Department of Homeland Security,Arlington,VA,ACTIVE,30-Jun-14,3-Aug-15
CITIZENCORPS.GOV,Federal Agency,Department of Homeland Security,Washington,DC,ACTIVE,5-Aug-14,30-Sep-15
CPNIREPORTING.GOV,Federal Agency,Department of Homeland Security,Washington,DC,ACTIVE,2-Dec-14,4-Dec-15
DHS.GOV,Federal Agency,Department of Homeland Security,Washington,DC,ACTIVE,13-Aug-14,30-Sep-15
DISASTERASSISTANCE.GOV,Federal Agency,Department of Homeland Security,Bluemont,VA,ACTIVE,18-Aug-14,3-Nov-15
FEMA.GOV,Federal Agency,Department of Homeland Security,Washington,DC,ACTIVE,29-Oct-14,30-Sep-15
FERO.GOV,Federal Agency,Department of Homeland Security,Washington,DC,SERVER-HOLD,3-May-13,27-Jul-14
FIRSTRESPONDER.GOV,Federal Agency,Department of Homeland Security,Washington,DC,ACTIVE,5-Dec-14,11-Jan-16
FIRSTRESPONDERTRAINING.GOV,Federal Agency,Department of Homeland Security,Washington,DC,ACTIVE,2-Feb-15,2-Feb-16
FLETA.GOV,Federal Agency,Department of Homeland Security,Glynco,GA,ACTIVE,9-Jul-14,31-Aug-15
FLETC.GOV,Federal Agency,Department of Homeland Security,Glynco,GA,ACTIVE,9-Jul-14,30-Sep-15
FLIGHTSCHOOLCANDIDATES.GOV,Federal Agency,Department of Homeland Security,Rockville,MD,ACTIVE,7-Aug-14,7-Sep-15
FLOODSMART.GOV,Federal Agency,Department of Homeland Security,Bluemont,VA,ACTIVE,4-Aug-14,30-Sep-15
HOMELANDSECURITY.GOV,Federal Agency,Department of Homeland Security,Washington,DC,ACTIVE,13-Aug-14,30-Sep-15
ICE.GOV,Federal Agency,Department of Homeland Security,Washington,DC,ACTIVE,22-Jul-14,2-Sep-14
LISTO.GOV,Federal Agency,Department of Homeland Security,Washington,DC,ACTIVE,29-Oct-14,30-Sep-15
LLIS.GOV,Federal Agency,Department of Homeland Security,Washington,DC,ACTIVE,30-Sep-14,30-Sep-15
NMSC.GOV,Federal Agency,Department of Homeland Security,St Augustine,FL,ACTIVE,18-Aug-14,15-Sep-15
READY.GOV,Federal Agency,Department of Homeland Security,Washington,DC,ACTIVE,29-Oct-14,30-Sep-15
READYBUSINESS.GOV,Federal Agency,Department of Homeland Security,Washington,DC,ACTIVE,29-Oct-14,29-Dec-15
SAFECOMPROGRAM.GOV,Federal Agency,Department of Homeland Security,Washington,DC,ACTIVE,11-Feb-15,30-Sep-15
SAFETYACT.GOV,Federal Agency,Department of Homeland Security,Washington,DC,ACTIVE,11-Feb-15,30-Sep-15
SECRETSERVICE.GOV,Federal Agency,Department of Homeland Security,Washington D.C.,DC,ACTIVE,16-Jul-14,30-Sep-15
TSA.GOV,Federal Agency,Department of Homeland Security,Arlington,VA,ACTIVE,4-Sep-14,30-Sep-15
US-CERT.GOV,Federal Agency,Department of Homeland Security,Washington,DC,ACTIVE,25-Jul-14,30-Sep-15
USCG.GOV,Federal Agency,Department of Homeland Security,Alexandria,VA,ACTIVE,8-Jul-14,26-Aug-15
USCIS.GOV,Federal Agency,Department of Homeland Security,Washington,DC,ACTIVE,30-Jun-14,30-Sep-15
USSS.GOV,Federal Agency,Department of Homeland Security,Washington,DC,ACTIVE,16-Jul-14,30-Sep-15
DISASTERHOUSING.GOV,Federal Agency,Department of Housing And Urban Development,Washington,DC,ACTIVE,19-May-14,7-Jul-15
FHA.GOV,Federal Agency,Department of Housing And Urban Development,Washington,DC,ACTIVE,18-Aug-14,27-Jul-15
GINNIEMAE.GOV,Federal Agency,Department of Housing And Urban Development,Washington,DC,ACTIVE,17-Sep-14,30-Sep-15
HOMESALES.GOV,Federal Agency,Department of Housing And Urban Development,Washington,DC,ACTIVE,22-Sep-14,9-Sep-15
HUD.GOV,Federal Agency,Department of Housing And Urban Development,Washington,DC,ACTIVE,3-Sep-14,27-Aug-15
HUDOIG.GOV,Federal Agency,Department of Housing And Urban Development,Washington,DC,ACTIVE,30-Jul-14,22-Sep-15
NATIONALHOUSING.GOV,Federal Agency,Department of Housing And Urban Development,Washington,DC,ACTIVE,20-Nov-13,23-Jan-15
NATIONALHOUSINGLOCATOR.GOV,Federal Agency,Department of Housing And Urban Development,Washington,DC,ACTIVE,20-Nov-13,23-Jan-15
NHL.GOV,Federal Agency,Department of Housing And Urban Development,Washington,DC,ACTIVE,20-Nov-13,23-Jan-15
NLS.GOV,Federal Agency,Department of Housing And Urban Development,Washington,DC,ACTIVE,19-Mar-14,17-Feb-15
ADA.GOV,Federal Agency,Department of Justice,Rockville,MD,ACTIVE,5-Aug-14,7-Sep-15
ADR.GOV,Federal Agency,Department of Justice,Rockville,MD,ACTIVE,5-Aug-14,7-Sep-15
AMBERALERT.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,5-Aug-14,7-Sep-15
ATF.GOV,Federal Agency,Department of Justice,Washington,DC,ACTIVE,5-Aug-14,7-Sep-15
BIOMETRICCOE.GOV,Federal Agency,Department of Justice,Clarksburg,WV,ACTIVE,28-Nov-14,17-Dec-15
BJA.GOV,Federal Agency,Department of Justice,Washington ,DC,ACTIVE,28-Nov-14,24-Jan-16
BJS.GOV,Federal Agency,Department of Justice,Washington,DC,ACTIVE,28-Nov-14,24-Jan-16
BOP.GOV,Federal Agency,Department of Justice,Washington,DC,ACTIVE,5-Aug-14,7-Sep-15
CRIMESOLUTIONS.GOV,Federal Agency,Department of Justice,Washinton ,DC,ACTIVE,17-Jun-14,11-Jun-15
CRIMEVICTIMS.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,5-Aug-14,20-Sep-15
CYBERCRIME.GOV,Federal Agency,Department of Justice,Washington,DC,ACTIVE,5-Aug-14,7-Sep-15
DEA.GOV,Federal Agency,Department of Justice,Rockville,MD,ACTIVE,5-Aug-14,7-Sep-15
DEADIVERSION.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,5-Aug-14,7-Sep-15
DEALS.GOV,Federal Agency,Department of Justice,Washington,DC,ACTIVE,28-Nov-14,8-Jan-16
DNA.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,5-Aug-14,20-Sep-15
DSAC.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,5-Aug-14,2-Sep-15
ESPANOLFORLAWENFORCEMENT.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,17-Jun-14,11-Jul-15
FARA.GOV,Federal Agency,Department of Justice,potomac,MD,ACTIVE,5-Aug-14,6-Sep-15
FBI.GOV,Federal Agency,Department of Justice,Washington,DC,ACTIVE,5-Aug-14,7-Sep-15
FBIJOBS.GOV,Federal Agency,Department of Justice,Washington,DC,ACTIVE,5-Aug-14,20-Sep-15
FIRSTFREEDOM.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,5-Aug-14,14-Sep-15
FOIA.GOV,Federal Agency,Department of Justice,Washington,DC,ACTIVE,28-Feb-14,4-May-15
FORFEITURE.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,7-Oct-14,5-Oct-15
GETSMARTABOUTDRUGS.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,24-Feb-15,17-Mar-16
HELPINGAMERICASYOUTH.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,7-Oct-14,19-Oct-15
IC3.GOV,Federal Agency,Department of Justice,Fairmont,WV,ACTIVE,5-Aug-14,7-Sep-15
INTERPOL.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,9-Sep-14,30-Sep-15
IPRCENTER.GOV,Federal Agency,Department of Justice,Washington,DC,ACTIVE,8-Jan-15,24-Mar-16
JUSTICE.GOV,Federal Agency,Department of Justice,Rockville,MD,ACTIVE,5-Aug-14,7-Sep-15
JUSTTHINKTWICE.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,5-Aug-14,18-Aug-15
JUVENILECOUNCIL.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,9-Sep-14,7-Sep-15
LEP.GOV,Federal Agency,Department of Justice,Rockville,MD,ACTIVE,9-Sep-14,7-Sep-15
LOOKSTOOGOODTOBETRUE.GOV,Federal Agency,Department of Justice,Fairmont,WV,ACTIVE,5-Aug-14,7-Sep-15
MALWAREINVESTIGATOR.GOV,Federal Agency,Department of Justice,Washington,DC,ACTIVE,15-Oct-14,12-Nov-15
MEDALOFVALOR.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,9-Sep-14,25-Sep-15
NAMUS.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,17-Jun-14,29-Jun-15
NATIONALGANGCENTER.GOV,Federal Agency,Department of Justice,Tallahassee,FL,ACTIVE,5-Aug-14,6-Sep-15
NCIRC.GOV,Federal Agency,Department of Justice,Tallahassee,FL,ACTIVE,17-Jun-14,5-Jul-15
NCJRS.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,5-Aug-14,30-Aug-15
NIBIN.GOV,Federal Agency,Department of Justice,Washington,DC,ACTIVE,9-Sep-14,30-Sep-15
NICIC.GOV,Federal Agency,Department of Justice,Washington,DC,ACTIVE,28-Nov-14,13-Feb-16
NIEM.GOV,Federal Agency,Department of Justice,Tallahassee,FL,ACTIVE,9-Sep-14,24-Sep-15
NIJ.GOV,Federal Agency,Department of Justice,Washington,DC,ACTIVE,28-Nov-14,24-Jan-16
NMVTIS.GOV,Federal Agency,Department of Justice,Washington,DC,ACTIVE,7-Oct-14,25-Nov-15
NSOPW.GOV,Federal Agency,Department of Justice,Washington,DC,ACTIVE,7-Oct-14,25-Nov-15
NVTC.GOV,Federal Agency,Department of Justice,Washington,DC,ACTIVE,5-Aug-14,7-Sep-15
OJJDP.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,17-Jun-14,7-Jun-15
OJP.GOV,Federal Agency,Department of Justice,Washington,DC,ACTIVE,5-Aug-14,7-Sep-15
OVC.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,5-Aug-14,7-Sep-15
OVCTTAC.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,7-Oct-14,5-Nov-15
PROJECTSAFECHILDHOOD.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,17-Jun-14,7-Jul-15
PROJECTSAFENEIGHBORHOODS.GOV,Federal Agency,Department of Justice,Rockville,MD,ACTIVE,5-Aug-14,7-Sep-15
PSOB.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,5-Aug-14,25-Sep-15
RCFL.GOV,Federal Agency,Department of Justice,McLean,VA,ACTIVE,5-Aug-14,27-Aug-15
REENTRY.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,5-Aug-14,29-Sep-15
SCRA.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,5-Aug-14,9-Aug-15
SERVICEMEMBERS.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,5-Aug-14,9-Aug-15
SMART.GOV,Federal Agency,Department of Justice,Washington,DC,ACTIVE,5-Aug-14,30-Sep-15
STOPFRAUD.GOV,Federal Agency,Department of Justice,Rockville,MD,ACTIVE,24-Feb-15,18-Mar-16
TRIBALJUSTICEANDSAFETY.GOV,Federal Agency,Department of Justice,Potomac,MD,ACTIVE,5-Aug-14,5-Sep-15
UCRDATATOOL.GOV,Federal Agency,Department of Justice,Washington,DC,ACTIVE,28-Nov-14,7-Jan-16
UNICOR.GOV,Federal Agency,Department of Justice,Washington,DC,ACTIVE,5-Aug-14,7-Sep-15
USDOJ.GOV,Federal Agency,Department of Justice,Rockville,MD,ACTIVE,5-Aug-14,7-Sep-15
USERRA.GOV,Federal Agency,Department of Justice,Potpmac,MD,ACTIVE,5-Aug-14,9-Aug-15
USMARSHALS.GOV,Federal Agency,Department of Justice,Rockville,MD,ACTIVE,5-Aug-14,7-Sep-15
VCF.GOV,Federal Agency,Department of Justice,Washington,DC,ACTIVE,5-Aug-14,16-Sep-15
